factor	HR	6	6	387647	135967	0.848391051179	-0.952735253140945	-0.999885315791984	868	411	0.00000010699077866688039
product	HR	1	1	199329	103249	0.787531308703	-0.990656645104571	-0.996902197791307	868	411	0.000000005779759757581155
issue	HR	6	6	225316	95078	0.816907051282	-0.966859518260879	-0.99939018248172	868	411	0.00000018407327654440957
item	HR	1	1	275795	85728	0.801978925726	-1.12779255116892	-0.997854971174332	868	411	0.000000004177282883006922
area	HR	53	52	178956	74345	0.785197299742	-0.994427958974019	-0.997255723110113	868	411	0.000018083635727259066
service	HR	21	21	178558	68647	0.805026078710	-1.04263935379101	-0.997164572549854	868	411	0.0000028453752625423236
topic	HR	1	1	153702	66509	0.761890903043	-0.980433981430808	-0.997776502791806	868	411	0.000000007495502548560812
activity	HR	4	4	171520	57939	0.787842465753	-1.04200579026023	-0.999672175553448	868	411	0.00000010746956461929982
information	HR	2	2	144060	52582	0.777756021147	-0.97214157522955	-0.999784360841893	868	411	0.00000003198871949795624
program	HR	1	1	92709	51339	0.738216045297	-0.891619209955955	-0.998819408646804	868	411	0.000000012426773373878415
application	HR	4	4	88904	44910	0.708649774850	-0.873470845756725	-0.998686548549649	868	411	0.00000020733802442524864
name	HR	2	1	65321	44697	0.727063729683	-0.687565711135641	-0.995236043439159	868	411	0.00000007054844431156254
option	HR	3	2	58395	39183	0.589030486516	-0.77079202062087	-0.996479246094228	868	411	0.00000017756081161863254
group	HR	11	11	69745	39030	0.733430577080	-0.877338451303871	-0.998399048566506	868	411	0.0000019987227996126774
method	HR	3	3	63825	38667	0.691920506812	-0.828368442480248	-0.998230989171586	868	411	0.00000016245458040689458
project	HR	1	1	51739	38387	0.631297709923	-0.716913383950669	-0.999422658457143	868	411	0.000000022267027440014186
term	HR	2	2	52765	27286	0.608603932795	-0.87876919271756	-0.991090983948849	868	411	0.00000008733620640340332
parameter	HR	3	3	53719	26851	0.740044901335	-0.851516427369107	-0.999463242764281	868	411	0.0000001930166904534717
system	HR	16	16	40987	26191	0.591163510777	-0.823338040587594	-0.99756616548328	868	411	0.0000071957175586414444
measure	HR	1	1	34443	25423	0.639775668679	-0.679784793664171	-0.997966300549477	868	411	0.000000033448704605257784
element	HR	2	2	58999	24751	0.545494236814	-1.00887685619843	-0.998424829814331	868	411	0.00000007810801760835906
function	HR	55	50	42212	23882	0.629045449234	-0.862057509555214	-0.997117795787901	868	411	0.0000825600076157172
aspect	HR	2	2	35901	20468	0.573805034934	-0.877687044097737	-0.997422801585079	868	411	0.00000012836118578523094
task	HR	3	3	29628	19527	0.651123500591	-0.770621031445517	-0.999265603683338	868	411	0.0000003499616442037953
datum	hr	1	1	35536	18119	0.661938879953	-0.871833949328395	-0.999555680636686	868	411	0.000000032419904680293053
resource	HR	2	2	43283	17971	0.586939208919	-1.01585950013488	-0.998815568696962	868	411	0.00000010646893539901523
process	HR	7	7	28369	16152	0.631072790581	-0.856540742669569	-0.996351682570692	868	411	0.000001989904928027981
source	HR	2	2	27658	15963	0.530572289156	-0.87388714983492	-0.997401391679569	868	411	0.00000016661707031873511
subject	HR	3	3	39361	15179	0.547630388187	-1.00348181258177	-0.999101119936762	868	411	0.0000002634248010586633
skill	HR	5	4	34378	13132	0.658647140864	-1.04017675648634	-0.997766084512889	868	411	0.0000008377986886372782
category	HR	1	1	26169	13069	0.463590177815	-0.936758264978358	-0.996156390979964	868	411	0.00000004402436977793932
theme	HR	1	1	24269	10944	0.525784349080	-0.988902541007303	-0.99443739678653	868	411	0.00000004747100138938127
course	HR	3	3	20867	10915	0.644084200338	-0.913241718794283	-0.996914466568383	868	411	0.0000004968928736507426
mechanism	HR	2	2	14346	10579	0.546547386077	-0.635256840093127	-0.998273911902632	868	411	0.0000003212250753433414
field	HR	7	7	32029	10315	0.586045762165	-1.06920113303713	-0.997608223308599	868	411	0.0000017625156234420621
operation	HR	3	3	15681	9625	0.542889390519	-0.806646644796113	-0.997939127257212	868	411	0.0000006612246409329791
industry	HR	6	6	56592	8866	0.636221089768	-1.26204464574509	-0.997934887595395	868	411	0.0000007328713312461159
position	HR	3	3	11681	6979	0.653878942881	-0.841990925188506	-0.992443440012397	868	411	0.0000008876520498647414
unit	HR	2	2	9593	6732	0.471854930109	-0.726678746414521	-0.998094820301806	868	411	0.0000004803809997785444
basic	HR	1	1	13033	6608	0.369245601349	-0.896673196609796	-0.996715893595544	868	411	0.00000008839666482919466
team	HR	2	1	15768	6094	0.650535648319	-1.13299546763441	-0.978157595840166	868	411	0.0000002922561473158026
concern	HR	1	1	8129	5696	0.425893172974	-0.73797161303217	-0.998043958610629	868	411	0.0000001417239184055719
purpose	HR	1	1	8095	5696	0.407532956685	-0.713803390883175	-0.997343999911443	868	411	0.0000001423191763704625
role	HR	4	4	9143	5263	0.589459698848	-0.846983305948192	-0.998853286326801	868	411	0.000002016097530734147
sector	HR	6	6	28757	5180	0.573163678426	-1.24004993851532	-0.997763984918764	868	411	0.0000014422455185826124
section	HR	1	1	6908	4795	0.398739495798	-0.74027379381559	-0.994991175448951	868	411	0.00000016677384665878605
department	HR	60	54	12798	4683	0.541993281075	-1.06556101421815	-0.995701817760858	868	411	0.0003240713734792951
environment	HR	2	2	7297	4437	0.471945701357	-0.846429890683531	-0.995188380902056	868	411	0.0000006315328122345588
need	HR	1	1	7600	4353	0.405634890003	-0.858569249249093	-0.995708711080079	868	411	0.00000015158864904195973
module	HR	10	9	5711	4112	0.453670886075	-0.701627176357025	-0.992693949855422	868	411	0.0000201728897341778
